-0.0056599737	-0.01805943	-0.024510944	-0.007244712	-0.05464448	-0.016066136	-0.06339369	-0.024758806	-0.013096331	0.0954433	0.01865042	-0.04362138	0.0021703637	-0.052650623	-0.031072134	-0.017212128
-0.0078081843	0.050158557	-0.013000626	-0.0058002034	-0.017904487	0.023372915	-0.015588036	-0.0034179306	0.053208686	0.0119731305	-0.015009863	-0.039969843	0.019371616	-0.010651029	0.014351901	-0.012501897
-0.021811452	0.044557147	-0.023143036	0.029359326	0.0045683812	5.2738884e-05	0.008917399	-0.0074258465	0.053315524	-0.0041674376	-0.00720409	-0.087625	0.033039704	0.006764679	-0.018816117	0.020050362
-0.001192486	0.020896746	-0.032776777	-0.003844567	-0.019658823	0.0049645035	0.005368217	-0.011506971	0.0108826775	0.007206882	0.03372991	-0.031359006	0.0077811666	-0.004731311	0.022399707	0.025821138
-0.045469135	0.013927156	-0.014704019	0.012485914	-0.004225318	0.004434469	-0.025946947	0.005280164	-0.0069050305	-0.020388873	-0.037201166	-0.0041255862	0.019087343	-0.015928464	0.0029922652	0.04625425
-0.01901369	-0.013904729	-0.04988997	0.023160864	-0.028682092	-0.00029734275	-0.048866764	0.0046289167	0.050726574	-0.0006518114	-0.03167026	-0.027602762	-0.026692273	0.007252555	0.00090715266	0.02945904
-0.040385403	0.07020217	0.01485986	-0.01051923	-0.05113493	-0.0059153847	-0.07230484	-0.049915344	0.06984574	0.038108237	-0.017888116	-0.016940994	0.071787775	0.0101177795	-0.0130819315	0.015553327
0.014826448	0.014419653	0.0140922535	-0.03597418	-0.008424536	0.021438198	0.00915691	-0.03579174	0.10808704	0.011759888	-0.029690152	-0.037449278	-0.0016076375	-0.06689559	0.020370012	0.05439159
0.043706786	0.006060607	-0.033709332	0.040442992	-0.015754571	-0.02707221	-0.014557564	-0.031180177	0.08390862	0.031284183	0.0047718664	-0.038335606	-0.062891595	-0.0060341214	-0.007393532	0.003184051
-0.025985338	0.065798186	-0.08293379	-0.024281314	-0.03267242	0.0021343199	-0.013219695	-0.08583314	0.047365148	0.015908992	-0.05368926	-0.026658319	0.047550652	-0.018443901	0.010081695	0.014281572
-0.015386939	0.035070702	0.0017471215	-0.0012976701	0.033468325	0.015324713	-0.034918845	-0.020335924	-0.014168335	0.04766555	0.0015992008	-0.0717239	0.004200244	0.030531637	0.004017362	-0.0444186
-0.008246224	0.00459672	0.026496425	0.006833689	-0.061197545	0.027288381	-0.015557846	-0.077706724	0.015828548	-0.012683558	0.037967864	-0.019346867	0.029463178	-0.026195005	-0.013599981	0.028042352
-0.035613313	0.04043606	-0.028288728	-0.026403	-0.00803376	0.0547062	0.0062899776	-0.046944935	0.012110752	0.020005506	0.050129473	-0.05837207	0.009816868	0.047477327	0.063927256	0.045557156
-0.023169769	-0.037996616	0.03692529	0.017102804	-0.0037224712	0.057810657	-0.031143298	0.02303197	0.0038997852	0.029473834	-0.0077392664	-0.07912906	0.012946442	-0.0045520826	0.035026137	0.026681442
0.010802599	0.021374365	-0.005761107	-0.053963274	-0.0071592936	0.0147451125	0.051284768	-0.017145172	0.013097217	-0.03417863	-0.0024309324	-0.01864248	0.04133542	0.0009293401	-0.05073728	0.028397402
-0.0137423985	-0.0007659736	0.054625824	-0.02319291	0.013857905	-0.0061707064	-0.0083784	-0.0050572534	0.03889296	-0.00031797707	-0.00055204565	-0.02656163	0.004067829	-0.047975127	-0.03995725	-0.02890737
0.0003265373	0.019188957	0.0030234712	-0.08049458	-0.033338815	-0.034237295	-0.049734987	-0.028977312	0.03521574	-0.008728988	0.023461623	0.0010705665	-0.033468656	-0.020639464	-0.010791405	0.0868243
